column,type,description,SeqId,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Type,ColCheck,n_unique,n_missing,pct_missing
NUDT9.9482.110.3,numeric,"ADP-ribose pyrophosphatase, mitochondrial (NUDT9)",9482-110,SL019017,"ADP-ribose pyrophosphatase, mitochondrial",NUDT9,Q9BW91,53343,NUDT9,Human,Protein,PASS,152,0,0
DSG2.9484.75.3,numeric,Desmoglein-2 (DSG2),9484-75,SL004857,Desmoglein-2,Desmoglein-2,Q14126,1829,DSG2,Human,Protein,PASS,145,0,0
DEFB125.9486.13.3,numeric,Beta-defensin 125 (DEFB125),9486-13,SL012693,Beta-defensin 125,DB125,Q8N687,245938,DEFB125,Human,Protein,PASS,114,0,0
GHRH.9487.60.3,numeric,Somatoliberin (GHRH),9487-60,SL005255,Somatoliberin,Growth hormone-releasing factor,P01286,2691,GHRH,Human,Protein,PASS,118,0,0
C4orf32.9490.3.3,numeric,,,,,,,,,,,,139,0,0
X.9491.13.3,numeric,Fc_MOUSE (),9491-13,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,92,0,0
X.9492.5.3,numeric,Fc_MOUSE (),9492-5,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,107,0,0
X.9493.56.3,numeric,Fc_MOUSE (),9493-56,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,121,0,0
CXCL17.9495.10.3,numeric,,,,,,,,,,,,127,0,0
X.9497.3.3,numeric,Fc_MOUSE (),9497-3,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,70,0,0
X.9500.5.3,numeric,Fc_MOUSE (),9500-5,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,82,0,0
NMS.9503.1.3,numeric,Neuromedin-S (NMS),9503-1,SL012547,Neuromedin-S,NMS,Q5H8A3,129521,NMS,Human,Protein,PASS,148,0,0
RAB27A.9504.19.3,numeric,Ras-related protein Rab-27A (RAB27A),9504-19,SL008535,Ras-related protein Rab-27A,RB27A,P51159,5873,RAB27A,Human,Protein,PASS,124,0,0
APOL1.9506.10.3,numeric,Apolipoprotein L1 (APOL1),9506-10,SL005699,Apolipoprotein L1,Apo L1,O14791,8542,APOL1,Human,Protein,PASS,150,0,0
X.9508.104.3,numeric,Fc_MOUSE (),9508-104,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,127,0,0
TMEM38B.9509.4.3,numeric,Trimeric intracellular cation channel type B (TMEM38B),9509-4,SL019038,Trimeric intracellular cation channel type B,TM38B,Q9NVV0,55151,TMEM38B,Human,Protein,PASS,138,0,0
NXPH2.9511.61.3,numeric,Neurexophilin-2 (NXPH2),9511-61,SL012390,Neurexophilin-2,NXPH2,O95156,11249,NXPH2,Human,Protein,PASS,151,0,0
X.9512.24.3,numeric,Fc_MOUSE (),9512-24,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,133,0,0
FGF22.9513.9.3,numeric,Fibroblast growth factor 22 (FGF22),9513-9,SL007681,Fibroblast growth factor 22,FGF22,Q9HCT0,27006,FGF22,Human,Protein,PASS,125,0,0
PLA1A.9518.95.3,numeric,Phospholipase A1 member A (PLA1A),9518-95,SL018995,Phospholipase A1 member A,PLA1A,Q53H76,51365,PLA1A,Human,Protein,PASS,120,0,0
AIFM1.9522.3.3,numeric,"Apoptosis-inducing factor 1, mitochondrial (AIFM1)",9522-3,SL003708,"Apoptosis-inducing factor 1, mitochondrial",AIF,O95831,9131,AIFM1,Human,Protein,PASS,128,0,0
ITM2C.9523.34.3,numeric,Integral membrane protein 2C (ITM2C),9523-34,SL017978,Integral membrane protein 2C,ITM2C,Q9NQX7,81618,ITM2C,Human,Protein,PASS,119,0,0
SPATA31D4.9524.46.3,numeric,Putative spermatogenesis-associated protein 31D4 (SPATA31D4),9524-46,SL019067,Putative spermatogenesis-associated protein 31D4,S31D4,Q6ZUB0,389761,SPATA31D4,Human,Protein,PASS,103,0,0
PTK7.9525.1.3,numeric,Inactive tyrosine-protein kinase 7 (PTK7),9525-1,SL013388,Inactive tyrosine-protein kinase 7,PTK7,Q13308,5754,PTK7,Human,Protein,PASS,152,0,0
CLPSL1.9526.3.3,numeric,Colipase-like protein 1 (CLPSL1),9526-3,SL019000,Colipase-like protein 1,COLL1,A2RUU4,340204,CLPSL1,Human,Protein,PASS,109,0,0
X.9530.6.3,numeric,,,,,,,,,,,,139,0,0
LST1.9531.24.3,numeric,Leukocyte-specific transcript 1 protein (LST1),9531-24,SL014572,Leukocyte-specific transcript 1 protein,LST1,O00453,7940,LST1,Human,Protein,PASS,136,0,0
WBP1L.9532.5.3,numeric,WW domain binding protein 1-like (WBP1L),9532-5,SL019065,WW domain binding protein 1-like,WBP1L,Q9NX94,54838,WBP1L,Human,Protein,PASS,123,0,0
X.9535.14.3,numeric,Fc_MOUSE (),9535-14,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,139,0,0
EDDM3A.9536.16.3,numeric,Epididymal secretory protein E3-alpha (EDDM3A),9536-16,SL012501,Epididymal secretory protein E3-alpha,EP3A,Q14507,10876,EDDM3A,Human,Protein,PASS,147,0,0
X.9539.25.3,numeric,Fc_MOUSE (),9539-25,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,76,0,0
B3GALT1.9541.15.3,numeric,"Beta-1,3-galactosyltransferase 1 (B3GALT1)",9541-15,SL019016,"Beta-1,3-galactosyltransferase 1",B3GT1,Q9Y5Z6,8708,B3GALT1,Human,Protein,PASS,113,0,0
COG8.9543.131.3,numeric,Conserved oligomeric Golgi complex subunit 8 (COG8),9543-131,SL019061,Conserved oligomeric Golgi complex subunit 8,COG8,Q96MW5,84342,COG8,Human,Protein,PASS,106,0,0
C7orf69.9544.24.3,numeric,Uncharacterized protein C7orf69 (C7orf69),9544-24,SL019001,Uncharacterized protein C7orf69,CG069,Q9H7B7,80099,C7orf69,Human,Protein,PASS,90,0,0
GZMK.9545.156.3,numeric,Granzyme K (GZMK),9545-156,SL004563,Granzyme K,Granzyme K,P49863,3003,GZMK,Human,Protein,PASS,145,0,0
EMID1.9547.29.3,numeric,EMI domain-containing protein 1 (EMID1),9547-29,SL012763,EMI domain-containing protein 1,EMID1,Q96A84,129080,EMID1,Human,Protein,PASS,78,0,0
TTC17.9550.153.3,numeric,Tetratricopeptide repeat protein 17 (TTC17),9550-153,SL018688,Tetratricopeptide repeat protein 17,TTC17,Q96AE7,55761,TTC17,Human,Protein,PASS,122,0,0
MANSC1.9557.5.3,numeric,MANSC domain-containing protein 1 (MANSC1),9557-5,SL018998,MANSC domain-containing protein 1,MANS1,Q9H8J5,54682,MANSC1,Human,Protein,PASS,152,0,0
VCAN.9561.21.3,numeric,Versican core protein (VCAN),9561-21,SL008036,Versican core protein,CSPG2,P13611,1462,VCAN,Human,Protein,PASS,107,0,0
PAWR.9565.6.3,numeric,PRKC apoptosis WT1 regulator protein (PAWR),9565-6,SL007598,PRKC apoptosis WT1 regulator protein,PAWR,Q96IZ0,5074,PAWR,Human,Protein,PASS,82,0,0
X.9566.103.3,numeric,Fc_MOUSE (),9566-103,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,114,0,0
FCAMR.9568.289.3,numeric,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor (FCAMR),9568-289,SL012746,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,FCAMR,Q8WWV6,83953,FCAMR,Human,Protein,PASS,120,0,0
TXNDC11.9573.108.3,numeric,Thioredoxin domain-containing protein 11 (TXNDC11),9573-108,SL018369,Thioredoxin domain-containing protein 11,TXD11,Q6PKC3,51061,TXNDC11,Human,Protein,PASS,76,0,0
BIN1.9574.11.3,numeric,Myc box-dependent-interacting protein 1 (BIN1),9574-11,SL019026,Myc box-dependent-interacting protein 1,BIN1,O00499,274,BIN1,Human,Protein,PASS,151,0,0
MNX1.9576.58.3,numeric,Motor neuron and pancreas homeobox protein 1 (MNX1),9576-58,SL019054,Motor neuron and pancreas homeobox protein 1,MNX1,P50219,3110,MNX1,Human,Protein,PASS,116,0,0
SYT2.9577.26.3,numeric,Synaptotagmin-2 (SYT2),9577-26,SL019020,Synaptotagmin-2,SYT2,Q8N9I0,127833,SYT2,Human,Protein,PASS,96,0,0
MANSC4.9578.263.3,numeric,MANSC domain-containing protein 4 (MANSC4),9578-263,SL019041,MANSC domain-containing protein 4,MANS4,A6NHS7,100287284,MANSC4,Human,Protein,PASS,112,0,0
PRRG4.9579.59.3,numeric,Transmembrane gamma-carboxyglutamic acid protein 4 (PRRG4),9579-59,SL018689,Transmembrane gamma-carboxyglutamic acid protein 4,TMG4,Q9BZD6,79056,PRRG4,Human,Protein,PASS,93,0,0
LAMC2.9580.5.3,numeric,Laminin subunit gamma-2 (LAMC2),9580-5,SL005798,Laminin subunit gamma-2,Laminin gamma-2,Q13753,3918,LAMC2,Human,Protein,PASS,148,0,0
PRPF6.9581.4.3,numeric,Pre-mRNA-processing factor 6 (PRPF6),9581-4,SL018768,Pre-mRNA-processing factor 6,PRP6,O94906,24148,PRPF6,Human,Protein,PASS,136,0,0
SUSD1.9582.93.3,numeric,Sushi domain-containing protein 1 (SUSD1),9582-93,SL011248,Sushi domain-containing protein 1,SUSD1,Q6UWL2,64420,SUSD1,Human,Protein,PASS,91,0,0
RNF24.9583.17.3,numeric,,,,,,,,,,,,113,0,0
X.9584.105.3,numeric,,,,,,,,,,,,148,0,0
CLMP.9585.80.3,numeric,CXADR-like membrane protein (CLMP),9585-80,SL008621,CXADR-like membrane protein,ACAM,Q9H6B4,79827,CLMP,Human,Protein,PASS,105,0,0
COX7A2L.9590.10.3,numeric,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial (COX7A2L)",9590-10,SL019040,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",COX7R,O14548,9167,COX7A2L,Human,Protein,PASS,127,0,0
SLC30A5.9594.30.3,numeric,Zinc transporter 5 (SLC30A5),9594-30,SL019023,Zinc transporter 5,ZNT5,Q8TAD4,64924,SLC30A5,Human,Protein,PASS,133,0,0
B4GALT2.9595.11.3,numeric,"Beta-1,4-galactosyltransferase 2 (B4GALT2)",9595-11,SL019028,"Beta-1,4-galactosyltransferase 2",B4GT2,O60909,8704,B4GALT2,Human,Protein,PASS,152,0,0
CSMD1.9598.23.3,numeric,CUB and sushi domain-containing protein 1 (CSMD1),9598-23,SL019047,CUB and sushi domain-containing protein 1,CSMD1,Q96PZ7,64478,CSMD1,Human,Protein,PASS,124,0,0
PIANP.9599.6.3,numeric,PILR alpha-associated neural protein (PIANP),9599-6,SL019019,PILR alpha-associated neural protein,PIANP,Q8IYJ0,196500,PIANP,Human,Protein,PASS,152,0,0
THSD7A.9600.55.3,numeric,Thrombospondin type-1 domain-containing protein 7A (THSD7A),9600-55,SL011312,Thrombospondin type-1 domain-containing protein 7A,THS7A,Q9UPZ6,221981,THSD7A,Human,Protein,PASS,136,0,0
NUP210L.9606.4.3,numeric,Nuclear pore membrane glycoprotein 210-like (NUP210L),9606-4,SL019046,Nuclear pore membrane glycoprotein 210-like,P210L,Q5VU65,91181,NUP210L,Human,Protein,PASS,118,0,0
PRR27.9607.39.3,numeric,Proline-rich protein 27 (PRR27),9607-39,SL019004,Proline-rich protein 27,CD040,Q6MZM9,401137,PRR27,Human,Protein,PASS,134,0,0
ZNF275.9609.25.3,numeric,Zinc finger protein 275 (ZNF275),9609-25,SL019042,Zinc finger protein 275,ZN275,Q9NSD4,10838,ZNF275,Human,Protein,PASS,111,0,0
X.9613.16.3,numeric,Fc_MOUSE (),9613-16,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,130,0,0
TIGIT.9638.2.3,numeric,T-cell immunoreceptor with Ig and ITIM domains (TIGIT),9638-2,SL017103,T-cell immunoreceptor with Ig and ITIM domains,TIGIT,Q495A1,"",TIGIT,Human,Protein,PASS,90,0,0
PDGFRL.9713.67.3,numeric,Platelet-derived growth factor receptor-like protein (PDGFRL),9713-67,SL012503,Platelet-derived growth factor receptor-like protein,PGFRL,Q15198,5157,PDGFRL,Human,Protein,PASS,152,0,0
IGSF3.9715.15.3,numeric,Immunoglobulin superfamily member 3 (IGSF3),9715-15,SL019112,Immunoglobulin superfamily member 3,IGSF3,O75054,3321,IGSF3,Human,Protein,PASS,149,0,0
MMP16.9719.145.3,numeric,Matrix metalloproteinase-16 (MMP16),9719-145,SL003331,Matrix metalloproteinase-16,MMP-16,P51512,4325,MMP16,Human,Protein,PASS,152,0,0
MMRN2.9723.105.3,numeric,,,,,,,,,,,,145,0,0
CCNB1IP1.9728.4.3,numeric,E3 ubiquitin-protein ligase CCNB1IP1 (CCNB1IP1),9728-4,SL019116,E3 ubiquitin-protein ligase CCNB1IP1,CIP1,Q9NPC3,57820,CCNB1IP1,Human,Protein,PASS,113,0,0
GHDC.9730.22.3,numeric,,,,,,,,,,,,117,0,0
CD96.9735.44.3,numeric,T-cell surface protein tactile (CD96),9735-44,SL019066,T-cell surface protein tactile,TACT,P40200,10225,CD96,Human,Protein,PASS,131,0,0
FAF2.9738.7.3,numeric,FAS-associated factor 2 (FAF2),9738-7,SL017982,FAS-associated factor 2,FAF2,Q96CS3,23197,FAF2,Human,Protein,PASS,149,0,0
MSH2.9739.4.3,numeric,DNA mismatch repair protein Msh2 (MSH2),9739-4,SL019140,DNA mismatch repair protein Msh2,MSH2,P43246,4436,MSH2,Human,Protein,PASS,93,0,0
DDX39B.9742.59.3,numeric,Spliceosome RNA helicase DDX39B (DDX39B),9742-59,SL012974,Spliceosome RNA helicase DDX39B,BAT1,Q13838,7919,DDX39B,Human,Protein,PASS,141,0,0
DNAJA4.9744.139.3,numeric,DnaJ homolog subfamily A member 4 (DNAJA4),9744-139,SL019145,DnaJ homolog subfamily A member 4,DNJA4,Q8WW22,55466,DNAJA4,Human,Protein,PASS,143,0,0
EIF4E2.9745.20.3,numeric,Eukaryotic translation initiation factor 4E type 2 (EIF4E2),9745-20,SL019146,Eukaryotic translation initiation factor 4E type 2,IF4E2,O60573,9470,EIF4E2,Human,Protein,PASS,121,0,0
MARK3.9747.48.3,numeric,MAP/microtubule affinity-regulating kinase 3 (MARK3),9747-48,SL014750,MAP/microtubule affinity-regulating kinase 3,MARK3,P27448,4140,MARK3,Human,Protein,PASS,110,0,0
GSTM3.9748.31.3,numeric,Glutathione S-transferase Mu 3 (GSTM3),9748-31,SL005394,Glutathione S-transferase Mu 3,GSTM3-3,P21266,2947,GSTM3,Human,Protein,PASS,135,0,0
YBX1.9751.72.3,numeric,Nuclease-sensitive element-binding protein 1 (YBX1),9751-72,SL004597,Nuclease-sensitive element-binding protein 1,NSEP1,P67809,4904,YBX1,Human,Protein,PASS,117,0,0
EZR.9753.17.3,numeric,Ezrin (EZR),9753-17,SL003645,Ezrin,Ezrin,P15311,7430,EZR,Human,Protein,PASS,152,0,0
NQO2.9754.33.3,numeric,Ribosyldihydronicotinamide dehydrogenase [quinone] (NQO2),9754-33,SL006251,Ribosyldihydronicotinamide dehydrogenase [quinone],Quinone reductase 2,P16083,4835,NQO2,Human,Protein,PASS,145,0,0
ENAH.9757.29.3,numeric,Protein enabled homolog (ENAH),9757-29,SL019147,Protein enabled homolog,ENAH,Q8N8S7,55740,ENAH,Human,Protein,PASS,145,0,0
RPS4X.9758.17.3,numeric,"40S ribosomal protein S4, X isoform (RPS4X)",9758-17,SL019148,"40S ribosomal protein S4, X isoform",RS4X,P62701,6191,RPS4X,Human,Protein,PASS,136,0,0
IDO1.9759.13.3,numeric,"Indoleamine 2,3-dioxygenase 1 (IDO1)",9759-13,SL004828,"Indoleamine 2,3-dioxygenase 1",INDO,P14902,3620,IDO1,Human,Protein,PASS,93,0,0
VASP.9762.14.3,numeric,Vasodilator-stimulated phosphoprotein (VASP),9762-14,SL011198,Vasodilator-stimulated phosphoprotein,VASP,P50552,7408,VASP,Human,Protein,PASS,145,0,0
HNRNPF.9764.79.3,numeric,Heterogeneous nuclear ribonucleoprotein F (HNRNPF),9764-79,SL008128,Heterogeneous nuclear ribonucleoprotein F,HNRPF,P52597,3185,HNRNPF,Human,Protein,PASS,147,0,0
NDE1.9765.4.3,numeric,Nuclear distribution protein nudE homolog 1 (NDE1),9765-4,SL019150,Nuclear distribution protein nudE homolog 1,NDE1,Q9NXR1,54820,NDE1,Human,Protein,PASS,123,0,0
RIPPLY1.9767.22.3,numeric,Protein ripply1 (RIPPLY1),9767-22,SL019120,Protein ripply1,RIPP1,Q0D2K3,92129,RIPPLY1,Human,Protein,PASS,110,0,0
DNER.9769.48.3,numeric,Delta and Notch-like epidermal growth factor-related receptor (DNER),9769-48,SL008968,Delta and Notch-like epidermal growth factor-related receptor,DNER,Q8NFT8,92737,DNER,Human,Protein,PASS,151,0,0
NLGN2.9772.153.3,numeric,Neuroligin-2 (NLGN2),9772-153,SL018782,Neuroligin-2,NLGN2,Q8NFZ4,57555,NLGN2,Human,Protein,PASS,152,0,0
RNF149.9773.15.3,numeric,E3 ubiquitin-protein ligase RNF149 (RNF149),9773-15,SL008809,E3 ubiquitin-protein ligase RNF149,RN149,Q8NC42,284996,RNF149,Human,Protein,PASS,98,0,0
RNF150.9774.59.3,numeric,RING finger protein 150 (RNF150),9774-59,SL018010,RING finger protein 150,RN150,Q9ULK6,57484,RNF150,Human,Protein,PASS,107,0,0
TMEM52B.9778.45.3,numeric,Transmembrane protein 52B (TMEM52B),9778-45,SL019131,Transmembrane protein 52B,TM52B,Q4KMG9,120939,TMEM52B,Human,Protein,PASS,126,0,0
HERPUD2.9779.63.3,numeric,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein (HERPUD2),9779-63,SL019130,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein,HERP2,Q9BSE4,64224,HERPUD2,Human,Protein,PASS,102,0,0
DNAJC11.9783.75.3,numeric,DnaJ homolog subfamily C member 11 (DNAJC11),9783-75,SL019128,DnaJ homolog subfamily C member 11,DJC11,Q9NVH1,55735,DNAJC11,Human,Protein,PASS,124,0,0
IER3.9786.310.3,numeric,Radiation-inducible immediate-early gene IEX-1 (IER3),9786-310,SL019125,Radiation-inducible immediate-early gene IEX-1,IEX1,P46695,8870,IER3,Human,Protein,PASS,124,0,0
SYNE2.9789.52.3,numeric,Nesprin-2 (SYNE2),9789-52,SL005755,Nesprin-2,Nesprin-2,Q8WXH0,23224,SYNE2,Human,Protein,PASS,149,0,0
BRSK2.9790.28.3,numeric,Serine/threonine-protein kinase BRSK2 (BRSK2),9790-28,SL005451,Serine/threonine-protein kinase BRSK2,BR serine/threonine kinase 2,Q8IWQ3,9024,BRSK2,Human,Protein,PASS,149,0,0
IGDCC4.9793.145.3,numeric,Immunoglobulin superfamily DCC subclass member 4 (IGDCC4),9793-145,SL019123,Immunoglobulin superfamily DCC subclass member 4,IGDC4,Q8TDY8,57722,IGDCC4,Human,Protein,PASS,148,0,0
ADCK4.9794.17.3,numeric,AarF domain-containing protein kinase 4 (ADCK4),9794-17,SL019122,AarF domain-containing protein kinase 4,ADCK4,Q96D53,79934,ADCK4,Human,Protein,PASS,83,0,0
CEL.9796.4.3,numeric,Bile salt-activated lipase (CEL),9796-4,SL009338,Bile salt-activated lipase,CEL,P19835,1056,CEL,Human,Protein,PASS,152,0,0
X.9799.3.3,numeric,Fc_MOUSE (),9799-3,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,147,0,0
NDUFB8.9800.20.3,numeric,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (NDUFB8)",9800-20,SL007991,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUB8,O95169,4714,NDUFB8,Human,Protein,PASS,123,0,0
PNPLA2.9802.27.3,numeric,Patatin-like phospholipase domain-containing protein 2 (PNPLA2),9802-27,SL019132,Patatin-like phospholipase domain-containing protein 2,PLPL2,Q96AD5,57104,PNPLA2,Human,Protein,PASS,124,0,0
X.9804.11.3,numeric,Fc_MOUSE (),9804-11,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,118,0,0
SEMA4B.9805.51.3,numeric,Semaphorin-4B (SEMA4B),9805-51,SL009047,Semaphorin-4B,SEM4B,Q9NPR2,10509,SEMA4B,Human,Protein,PASS,141,0,0
TNRC6B.9808.41.3,numeric,Trinucleotide repeat-containing gene 6B protein (TNRC6B),9808-41,SL019134,Trinucleotide repeat-containing gene 6B protein,TNR6B,Q9UPQ9,23112,TNRC6B,Human,Protein,PASS,116,0,0
ARHGAP1.9815.5.3,numeric,Rho GTPase-activating protein 1 (ARHGAP1),9815-5,SL008179,Rho GTPase-activating protein 1,RHG01,Q07960,392,ARHGAP1,Human,Protein,PASS,132,0,0
ISOC1.9816.37.3,numeric,Isochorismatase domain-containing protein 1 (ISOC1),9816-37,SL015830,Isochorismatase domain-containing protein 1,ISOC1,Q96CN7,51015,ISOC1,Human,Protein,PASS,145,0,0
MCL1.9819.110.3,numeric,Induced myeloid leukemia cell differentiation protein Mcl-1 (MCL1),9819-110,SL003755,Induced myeloid leukemia cell differentiation protein Mcl-1,Mcl-1,Q07820,4170,MCL1,Human,Protein,PASS,124,0,0
DHFR.9823.2.3,numeric,Dihydrofolate reductase (DHFR),9823-2,SL013732,Dihydrofolate reductase,DYR,P00374,1719,DHFR,Human,Protein,PASS,141,0,0
FHIT.9826.135.3,numeric,Bis(5'-adenosyl)-triphosphatase (FHIT),9826-135,SL002513,Bis(5'-adenosyl)-triphosphatase,Fragile histidine triad protein,P49789,2272,FHIT,Human,Protein,PASS,141,0,0
LDHC.9828.86.3,numeric,L-lactate dehydrogenase C chain (LDHC),9828-86,SL009423,L-lactate dehydrogenase C chain,LDHC,P07864,3948,LDHC,Human,Protein,PASS,121,0,0
SULT2A1.9829.91.3,numeric,Bile salt sulfotransferase (SULT2A1),9829-91,SL000579,Bile salt sulfotransferase,SULT 2A1,Q06520,6822,SULT2A1,Human,Protein,PASS,65,0,0
VAV3.9830.109.3,numeric,Guanine nucleotide exchange factor VAV3 (VAV3),9830-109,SL019151,Guanine nucleotide exchange factor VAV3,VAV3,Q9UKW4,10451,VAV3,Human,Protein,PASS,122,0,0
G3BP2.9831.12.3,numeric,Ras GTPase-activating protein-binding protein 2 (G3BP2),9831-12,SL015343,Ras GTPase-activating protein-binding protein 2,G3BP2,Q9UN86,9908,G3BP2,Human,Protein,PASS,138,0,0
HGD.9832.33.3,numeric,"Homogentisate 1,2-dioxygenase (HGD)",9832-33,SL008953,"Homogentisate 1,2-dioxygenase",HGD,Q93099,3081,HGD,Human,Protein,PASS,103,0,0
ADH1B.9834.62.3,numeric,Alcohol dehydrogenase 1B (ADH1B),9834-62,SL007996,Alcohol dehydrogenase 1B,ADH1B,P00325,125,ADH1B,Human,Protein,PASS,103,0,0
ALDH1A3.9835.16.3,numeric,Aldehyde dehydrogenase family 1 member A3 (ALDH1A3),9835-16,SL006487,Aldehyde dehydrogenase family 1 member A3,AL1A3,P47895,220,ALDH1A3,Human,Protein,PASS,152,0,0
DCK.9836.20.3,numeric,Deoxycytidine kinase (DCK),9836-20,SL007169,Deoxycytidine kinase,DCK,P27707,1633,DCK,Human,Protein,PASS,127,0,0
NQO1.9837.60.3,numeric,NAD(P)H dehydrogenase [quinone] 1 (NQO1),9837-60,SL006249,NAD(P)H dehydrogenase [quinone] 1,NAD(P)H dehydrogenase,P15559,1728,NQO1,Human,Protein,PASS,152,0,0
SMAD1.9838.4.3,numeric,Mothers against decapentaplegic homolog 1 (SMAD1),9838-4,SL004095,Mothers against decapentaplegic homolog 1,SMAD1,Q15797,4086,SMAD1,Human,Protein,PASS,119,0,0
TIRAP.9839.148.3,numeric,Toll/interleukin-1 receptor domain-containing adapter protein (TIRAP),9839-148,SL004506,Toll/interleukin-1 receptor domain-containing adapter protein,Tirap,P58753,114609,TIRAP,Human,Protein,PASS,96,0,0
CDC42.9840.2.3,numeric,Cell division control protein 42 homolog (CDC42),9840-2,SL000350,Cell division control protein 42 homolog,Cdc42Hs,P60953,998,CDC42,Human,Protein,PASS,146,0,0
PAICS.9841.197.3,numeric,Multifunctional protein ADE2 (PAICS),9841-197,SL005747,Multifunctional protein ADE2,Multifunctional protein ADE2,P22234,10606,PAICS,Human,Protein,PASS,109,0,0
CTNNB1.9842.2.3,numeric,,,,,,,,,,,,139,0,0
ACTN1.9843.5.3,numeric,Alpha-actinin-1 (ACTN1),9843-5,SL008029,Alpha-actinin-1,ACTN1,P12814,87,ACTN1,Human,Protein,PASS,144,0,0
ACTN2.9844.138.3,numeric,Alpha-actinin-2 (ACTN2),9844-138,SL008091,Alpha-actinin-2,ACTN2,P35609,88,ACTN2,Human,Protein,PASS,113,0,0
ARHGDIB.9846.32.3,numeric,Rho GDP-dissociation inhibitor 2 (ARHGDIB),9846-32,SL004615,Rho GDP-dissociation inhibitor 2,Rho-GDI beta,P52566,397,ARHGDIB,Human,Protein,PASS,152,0,0
TGIF2.9847.21.3,numeric,Homeobox protein TGIF2 (TGIF2),9847-21,SL019152,Homeobox protein TGIF2,TGIF2,Q9GZN2,60436,TGIF2,Human,Protein,PASS,85,0,0
CCNH.9848.22.3,numeric,Cyclin-H (CCNH),9848-22,SL000391,Cyclin-H,Cyclin H,P51946,902,CCNH,Human,Protein,PASS,129,0,0
APEX1.9849.13.3,numeric,DNA-(apurinic or apyrimidinic site) lyase (APEX1),9849-13,SL013026,DNA-(apurinic or apyrimidinic site) lyase,APEX1,P27695,328,APEX1,Human,Protein,PASS,152,0,0
EIF1AX.9850.38.3,numeric,"Eukaryotic translation initiation factor 1A, X-chromosomal (EIF1AX)",9850-38,SL014805,"Eukaryotic translation initiation factor 1A, X-chromosomal",IF1AX,P47813,1964,EIF1AX,Human,Protein,PASS,118,0,0
IFIT2.9853.3.3,numeric,Interferon-induced protein with tetratricopeptide repeats 2 (IFIT2),9853-3,SL019153,Interferon-induced protein with tetratricopeptide repeats 2,IFIT2,P09913,3433,IFIT2,Human,Protein,PASS,137,0,0
RHOA.9855.10.3,numeric,Transforming protein RhoA (RHOA),9855-10,SL000567,Transforming protein RhoA,Rho A,P61586,387,RHOA,Human,Protein,PASS,152,0,0
DHPS.9856.22.3,numeric,,,,,,,,,,,,126,0,0
SAT1.9859.180.3,numeric,Diamine acetyltransferase 1 (SAT1),9859-180,SL004602,Diamine acetyltransferase 1,SSAT-1,P21673,6303,SAT1,Human,Protein,PASS,120,0,0
TPM4.9863.1.3,numeric,Tropomyosin alpha-4 chain (TPM4),9863-1,SL003646,Tropomyosin alpha-4 chain,Tropomyosin 4,P67936,7171,TPM4,Human,Protein,PASS,95,0,0
TTC1.9864.38.3,numeric,Tetratricopeptide repeat protein 1 (TTC1),9864-38,SL019155,Tetratricopeptide repeat protein 1,TTC1,Q99614,7265,TTC1,Human,Protein,PASS,150,0,0
UBE2B.9865.40.3,numeric,Ubiquitin-conjugating enzyme E2 B (UBE2B),9865-40,SL019141,Ubiquitin-conjugating enzyme E2 B,UBE2B,P63146,7320,UBE2B,Human,Protein,PASS,105,0,0
FBP2.9867.23.3,numeric,"Fructose-1,6-bisphosphatase isozyme 2 (FBP2)",9867-23,SL019156,"Fructose-1,6-bisphosphatase isozyme 2",F16P2,O00757,8570,FBP2,Human,Protein,PASS,148,0,0
